Date,Open,High,Low,Close,Adj Close,Volume
2013-04-19,1419.300049,1420.300049,1395.099976,1395.300049,1395.300049,241
2013-04-21,null,null,null,null,null,null
2013-04-22,1406.800049,1434.900024,1406.800049,1421.000000,1421.000000,70
2013-04-23,1429.500000,1429.500000,1405.800049,1408.599976,1408.599976,334
2013-04-24,1423.199951,1430.099976,1420.400024,1423.400024,1423.400024,138
2013-04-25,1433.000000,1461.800049,1433.000000,1461.800049,1461.800049,222
2013-04-26,1467.400024,1476.199951,1451.400024,1453.599976,1453.599976,976
2013-04-28,null,null,null,null,null,null
2013-04-29,1462.699951,1475.500000,1462.300049,1467.400024,1467.400024,269
2013-04-30,1471.099976,1476.599976,1461.000000,1472.199951,1472.199951,534
2013-05-01,1475.800049,1477.099976,1440.000000,1446.300049,1446.300049,131
2013-05-02,1459.000000,1471.199951,1453.500000,1467.699951,1467.699951,244
2013-05-03,1465.500000,1487.099976,1461.400024,1464.300049,1464.300049,68
2013-05-05,null,null,null,null,null,null
2013-05-06,1468.099976,1477.199951,1466.800049,1468.099976,1468.099976,33
2013-05-07,1462.000000,1466.199951,1441.199951,1449.000000,1449.000000,91
2013-05-08,1455.500000,1474.699951,1450.699951,1473.900024,1473.900024,81
2013-05-09,1471.199951,1473.400024,1453.000000,1468.800049,1468.800049,27
2013-05-10,1455.599976,1459.300049,1423.000000,1436.800049,1436.800049,569
2013-05-12,null,null,null,null,null,null
2013-05-13,1440.000000,1440.599976,1427.800049,1434.500000,1434.500000,344
2013-05-14,1430.099976,1444.400024,1422.000000,1424.699951,1424.699951,72
2013-05-15,1425.699951,1425.699951,1390.099976,1396.500000,1396.500000,364
2013-05-16,1390.400024,1395.099976,1370.599976,1387.099976,1387.099976,38
2013-05-17,1386.699951,1391.099976,1359.099976,1364.900024,1364.900024,50
2013-05-19,null,null,null,null,null,null
2013-05-20,1342.900024,1387.500000,1342.900024,1384.300049,1384.300049,21
2013-05-21,1386.500000,1392.300049,1358.500000,1377.800049,1377.800049,51
2013-05-22,1387.199951,1395.699951,1364.500000,1367.599976,1367.599976,14
2013-05-23,1380.599976,1394.800049,1377.800049,1392.000000,1392.000000,58
2013-05-24,1386.800049,1386.800049,1386.800049,1386.800049,1386.800049,2
2013-05-26,null,null,null,null,null,null
2013-05-28,1380.800049,1390.400024,1379.099976,1379.099976,1379.099976,55
2013-05-29,1391.300049,1391.300049,1391.300049,1391.300049,1391.300049,168665
2013-05-30,1392.099976,1417.500000,1388.300049,1411.500000,1411.500000,45133
2013-05-31,1412.400024,1421.099976,1384.199951,1392.599976,1392.599976,5997
2013-06-02,null,null,null,null,null,null
2013-06-03,1389.099976,1416.300049,1388.300049,1411.699951,1411.699951,1420
2013-06-04,1410.900024,1413.699951,1389.000000,1397.099976,1397.099976,930
2013-06-05,1397.500000,1410.000000,1395.599976,1398.400024,1398.400024,1687
2013-06-06,1401.699951,1422.699951,1391.599976,1415.699951,1415.699951,782
2013-06-07,1411.500000,1416.099976,1377.900024,1383.000000,1383.000000,1163
2013-06-09,null,null,null,null,null,null
2013-06-10,1378.800049,1386.900024,1375.599976,1386.199951,1386.199951,367
2013-06-11,1384.199951,1384.400024,1366.000000,1377.000000,1377.000000,482
2013-06-12,1375.000000,1393.500000,1373.699951,1391.800049,1391.800049,514
2013-06-13,1386.800049,1390.900024,1373.400024,1377.599976,1377.599976,458
2013-06-14,1383.900024,1389.599976,1377.800049,1387.300049,1387.300049,90
2013-06-16,null,null,null,null,null,null
2013-06-17,1390.300049,1390.500000,1380.000000,1382.800049,1382.800049,114
2013-06-18,1383.099976,1383.500000,1363.000000,1366.599976,1366.599976,346
2013-06-19,1368.099976,1373.599976,1348.099976,1373.599976,1373.599976,198
2013-06-20,1348.099976,1348.099976,1275.400024,1285.900024,1285.900024,712
2013-06-21,1280.400024,1300.000000,1268.900024,1291.599976,1291.599976,456
2013-06-23,null,null,null,null,null,null
2013-06-24,1297.300049,1297.300049,1275.699951,1276.800049,1276.800049,321
2013-06-25,1281.300049,1286.000000,1273.199951,1274.800049,1274.800049,953
2013-06-26,1273.900024,1273.900024,1228.800049,1229.599976,1229.599976,981
2013-06-27,1224.699951,1241.400024,1198.300049,1211.400024,1211.400024,533
2013-06-28,1200.900024,1232.300049,1183.199951,1223.800049,1223.800049,232
2013-06-30,null,null,null,null,null,null
2013-07-01,1234.699951,1261.000000,1234.199951,1255.900024,1255.900024,150
2013-07-02,1254.099976,1266.300049,1241.199951,1243.599976,1243.599976,107
2013-07-03,null,null,null,null,null,null
2013-07-05,1252.699951,1254.099976,1208.900024,1212.900024,1212.900024,72
2013-07-07,null,null,null,null,null,null
2013-07-08,1218.800049,1235.199951,1215.400024,1234.900024,1234.900024,58
2013-07-09,1234.699951,1254.500000,1234.400024,1245.900024,1245.900024,33
2013-07-10,1244.599976,1263.900024,1244.599976,1247.400024,1247.400024,58
2013-07-11,1284.599976,1285.000000,1278.900024,1280.099976,1280.099976,18
2013-07-12,1282.300049,1282.300049,1274.300049,1277.800049,1277.800049,6
2013-07-14,null,null,null,null,null,null
2013-07-15,1292.099976,1292.400024,1281.599976,1283.800049,1283.800049,19
2013-07-16,1279.400024,1291.400024,1279.400024,1290.800049,1290.800049,13
2013-07-17,1286.199951,1294.400024,1272.900024,1277.900024,1277.900024,11
2013-07-18,1275.300049,1286.400024,1275.199951,1284.599976,1284.599976,26
2013-07-19,1291.699951,1293.300049,1290.000000,1293.300049,1293.300049,9
2013-07-21,null,null,null,null,null,null
2013-07-22,1317.000000,1336.400024,1317.000000,1336.400024,1336.400024,18
2013-07-23,1334.800049,1342.300049,1327.900024,1335.099976,1335.099976,10
2013-07-24,1342.199951,1343.500000,1318.599976,1319.699951,1319.699951,42
2013-07-25,1318.500000,1336.800049,1318.500000,1329.000000,1329.000000,55
2013-07-26,1326.500000,1326.500000,1321.699951,1321.699951,1321.699951,66
2013-07-28,null,null,null,null,null,null
2013-07-29,1328.400024,1328.400024,1328.400024,1328.400024,1328.400024,134359
2013-07-30,1327.199951,1329.599976,1316.199951,1324.000000,1324.000000,44769
2013-07-31,1325.500000,1338.400024,1304.900024,1312.400024,1312.400024,6252
2013-08-01,1323.000000,1328.500000,1306.900024,1311.000000,1311.000000,1562
2013-08-02,1306.699951,1317.000000,1283.000000,1310.599976,1310.599976,1451
2013-08-04,null,null,null,null,null,null
2013-08-05,1311.199951,1318.300049,1297.500000,1302.599976,1302.599976,904
2013-08-06,1303.000000,1305.900024,1279.300049,1283.199951,1283.199951,1314
2013-08-07,1282.500000,1288.400024,1274.000000,1286.099976,1286.099976,989
2013-08-08,1283.900024,1312.800049,1283.699951,1310.699951,1310.699951,482
2013-08-09,1315.099976,1315.800049,1306.699951,1312.900024,1312.900024,449
2013-08-11,null,null,null,null,null,null
2013-08-12,1317.199951,1342.400024,1317.199951,1334.699951,1334.699951,312
2013-08-13,1331.900024,1339.099976,1320.199951,1321.199951,1321.199951,209
2013-08-14,1317.699951,1336.300049,1317.699951,1334.000000,1334.000000,333
2013-08-15,1340.099976,1369.599976,1319.900024,1361.599976,1361.599976,235
2013-08-16,1366.800049,1378.900024,1361.000000,1371.699951,1371.699951,175
2013-08-18,null,null,null,null,null,null
2013-08-19,1379.000000,1384.400024,1363.900024,1366.199951,1366.199951,139
2013-08-20,1355.000000,1377.000000,1355.000000,1373.099976,1373.099976,123
2013-08-21,1372.500000,1377.300049,1360.900024,1370.599976,1370.599976,109
2013-08-22,1362.000000,1380.400024,1362.000000,1371.199951,1371.199951,79
2013-08-23,1376.800049,1398.199951,1373.900024,1395.699951,1395.699951,178
2013-08-25,null,null,null,null,null,null
2013-08-26,1398.599976,1402.800049,1391.300049,1393.000000,1393.000000,203
2013-08-27,1403.800049,1421.099976,1398.699951,1420.599976,1420.599976,397
2013-08-28,1417.300049,1428.000000,1417.300049,1419.000000,1419.000000,489
2013-08-29,1417.400024,1417.400024,1404.500000,1412.900024,1412.900024,375
2013-08-30,1407.199951,1409.800049,1392.300049,1396.099976,1396.099976,0
2013-09-01,null,null,null,null,null,null
2013-09-03,1393.000000,1414.400024,1382.300049,1412.000000,1412.000000,139
2013-09-04,1413.000000,1413.000000,1387.099976,1389.900024,1389.900024,104
2013-09-05,1393.500000,1397.500000,1367.099976,1373.099976,1373.099976,37
2013-09-06,1371.000000,1390.099976,1368.900024,1386.699951,1386.699951,52
2013-09-08,null,null,null,null,null,null
2013-09-09,1389.800049,1389.800049,1386.500000,1386.800049,1386.800049,44
2013-09-10,1377.500000,1377.500000,1357.599976,1364.099976,1364.099976,21
2013-09-11,1365.800049,1365.800049,1356.699951,1363.900024,1363.900024,60
2013-09-12,1360.000000,1360.000000,1322.400024,1330.400024,1330.400024,120
2013-09-13,1322.900024,1323.000000,1305.300049,1308.400024,1308.400024,38
2013-09-15,null,null,null,null,null,null
2013-09-16,1328.400024,1329.599976,1310.800049,1317.900024,1317.900024,107
2013-09-17,1313.000000,1313.099976,1309.500000,1309.500000,1309.500000,24
2013-09-18,1292.099976,1347.699951,1292.099976,1307.800049,1307.800049,29
2013-09-19,1362.900024,1373.000000,1362.900024,1369.400024,1369.400024,35
2013-09-20,1347.500000,1347.500000,1330.699951,1332.500000,1332.500000,2
2013-09-22,null,null,null,null,null,null
2013-09-23,1327.099976,1327.800049,1317.599976,1326.900024,1326.900024,78
2013-09-24,1321.199951,1324.900024,1309.400024,1316.000000,1316.000000,61
2013-09-25,1322.699951,1335.900024,1322.699951,1335.900024,1335.900024,51
2013-09-26,1335.199951,1338.300049,1323.599976,1323.599976,1323.599976,13170
2013-09-27,1321.500000,1343.800049,1319.699951,1338.400024,1338.400024,2990
2013-09-29,null,null,null,null,null,null
2013-09-30,1345.800049,1350.900024,1322.000000,1326.500000,1326.500000,597
2013-10-01,1328.000000,1334.000000,1284.500000,1286.000000,1286.000000,815
2013-10-02,1288.500000,1321.000000,1280.000000,1320.599976,1320.599976,152
2013-10-03,1312.000000,1319.500000,1302.500000,1317.400024,1317.400024,217
2013-10-04,1316.199951,1318.099976,1305.699951,1309.699951,1309.699951,38
2013-10-06,null,null,null,null,null,null
2013-10-07,1313.800049,1325.400024,1311.800049,1324.800049,1324.800049,84
2013-10-08,1326.500000,1330.000000,1321.199951,1324.199951,1324.199951,57
2013-10-09,1317.599976,1319.000000,1295.300049,1306.900024,1306.900024,140
2013-10-10,1303.400024,1310.800049,1285.000000,1296.599976,1296.599976,89
2013-10-11,1286.900024,1291.599976,1263.800049,1268.000000,1268.000000,210
2013-10-13,null,null,null,null,null,null
2013-10-14,1275.800049,1285.800049,1273.900024,1276.400024,1276.400024,61
2013-10-15,1270.500000,1283.599976,1254.099976,1273.000000,1273.000000,208
2013-10-16,1282.800049,1284.000000,1269.199951,1282.000000,1282.000000,86
2013-10-17,1307.000000,1322.699951,1307.000000,1322.699951,1322.699951,72
2013-10-18,1318.800049,1326.000000,1312.599976,1314.400024,1314.400024,65
2013-10-20,null,null,null,null,null,null
2013-10-21,1316.800049,1317.699951,1315.699951,1315.699951,1315.699951,23
2013-10-22,1313.900024,1342.599976,1313.900024,1342.500000,1342.500000,55
2013-10-23,1331.900024,1333.900024,1331.900024,1333.900024,1333.900024,13
2013-10-24,1334.500000,1350.199951,1334.500000,1350.199951,1350.199951,18
2013-10-25,1346.199951,1353.000000,1346.199951,1352.400024,1352.400024,23
2013-10-27,null,null,null,null,null,null
2013-10-28,1351.400024,1359.199951,1349.000000,1352.000000,1352.000000,23
2013-10-29,1359.599976,1359.699951,1345.199951,1345.199951,1345.199951,168
2013-10-30,1340.800049,1355.800049,1335.599976,1349.000000,1349.000000,44
2013-10-31,1334.000000,1334.000000,1321.699951,1323.599976,1323.599976,62
2013-11-01,1325.699951,1325.699951,1308.000000,1313.099976,1313.099976,21
2013-11-03,null,null,null,null,null,null
2013-11-04,1314.599976,1320.500000,1312.099976,1314.599976,1314.599976,39
2013-11-05,1313.300049,1317.500000,1306.900024,1308.000000,1308.000000,98
2013-11-06,1313.500000,1318.599976,1312.500000,1317.699951,1317.699951,11
2013-11-07,1323.599976,1323.599976,1298.000000,1308.400024,1308.400024,129
2013-11-08,1308.000000,1308.099976,1281.300049,1284.500000,1284.500000,22
2013-11-10,null,null,null,null,null,null
2013-11-11,1281.599976,1281.800049,1281.000000,1281.000000,1281.000000,5
2013-11-12,1282.300049,1282.300049,1271.099976,1271.099976,1271.099976,3
2013-11-13,1274.000000,1280.500000,1268.300049,1268.300049,1268.300049,17
2013-11-14,1280.199951,1293.300049,1278.099976,1286.199951,1286.199951,29
2013-11-15,1287.699951,1288.500000,1281.500000,1287.300049,1287.300049,16
2013-11-17,null,null,null,null,null,null
2013-11-18,1284.699951,1284.800049,1272.199951,1272.199951,1272.199951,10
2013-11-19,1274.199951,1275.199951,1271.000000,1273.400024,1273.400024,10
2013-11-20,1269.000000,1269.000000,1241.900024,1257.900024,1257.900024,120
2013-11-21,1245.699951,1247.099976,1236.500000,1243.500000,1243.500000,90
2013-11-22,1243.199951,1247.000000,1241.400024,1244.000000,1244.000000,77
2013-11-24,null,null,null,null,null,null
2013-11-25,1231.099976,1241.099976,1229.000000,1241.099976,1241.099976,19
2013-11-26,1243.000000,1243.000000,1241.400024,1241.400024,1241.400024,178417
2013-11-27,1241.599976,1254.800049,1235.500000,1237.800049,1237.800049,82331
2013-11-29,null,null,null,null,null,null
2013-12-01,null,null,null,null,null,null
2013-12-02,1251.400024,1251.500000,1217.800049,1222.300049,1222.300049,4979
2013-12-03,1219.199951,1225.699951,1215.599976,1221.699951,1221.699951,1932
2013-12-04,1225.099976,1250.400024,1212.900024,1248.199951,1248.199951,1823
2013-12-05,1240.000000,1241.500000,1218.599976,1233.199951,1233.199951,446
2013-12-06,1228.699951,1242.000000,1213.000000,1230.300049,1230.300049,1032
2013-12-08,null,null,null,null,null,null
2013-12-09,1230.199951,1243.199951,1229.000000,1235.300049,1235.300049,352
2013-12-10,1239.000000,1267.000000,1239.000000,1262.400024,1262.400024,882
2013-12-11,1261.900024,1261.900024,1252.099976,1258.500000,1258.500000,147
2013-12-12,1253.500000,1255.400024,1225.900024,1226.000000,1226.000000,609
2013-12-13,1226.699951,1239.000000,1222.199951,1235.699951,1235.699951,446
2013-12-15,null,null,null,null,null,null
2013-12-16,1238.400024,1250.599976,1228.900024,1245.500000,1245.500000,242
2013-12-17,1237.000000,1240.400024,1231.199951,1231.199951,1231.199951,22
2013-12-18,1231.500000,1245.099976,1217.000000,1236.099976,1236.099976,114
2013-12-19,1226.599976,1226.599976,1188.699951,1195.000000,1195.000000,124
2013-12-20,1190.900024,1207.800049,1190.900024,1205.099976,1205.099976,204
2013-12-22,null,null,null,null,null,null
2013-12-23,1205.199951,1205.199951,1195.900024,1198.400024,1198.400024,123
2013-12-24,null,null,null,null,null,null
2013-12-26,1207.099976,1215.900024,1207.099976,1214.099976,1214.099976,140
2013-12-27,1213.400024,1218.500000,1212.900024,1216.099976,1216.099976,278
2013-12-29,null,null,null,null,null,null
2013-12-30,1215.000000,1215.000000,1194.400024,1203.099976,1203.099976,351
2013-12-31,1196.400024,1212.400024,1182.000000,1201.900024,1201.900024,124
2014-01-02,1204.300049,1227.300049,1204.300049,1225.000000,1225.000000,209
2014-01-03,1221.699951,1239.000000,1221.699951,1238.400024,1238.400024,142
2014-01-05,null,null,null,null,null,null
2014-01-06,1232.800049,1247.000000,1221.900024,1237.800049,1237.800049,127
2014-01-07,1239.300049,1242.400024,1226.300049,1229.400024,1229.400024,73
2014-01-08,1227.500000,1227.500000,1218.599976,1225.300049,1225.300049,189
2014-01-09,1225.800049,1229.300049,1225.800049,1229.300049,1229.300049,7
2014-01-10,1235.000000,1246.800049,1234.000000,1246.699951,1246.699951,58
2014-01-12,null,null,null,null,null,null
2014-01-13,1250.599976,1252.699951,1245.500000,1250.900024,1250.900024,46
2014-01-14,1251.000000,1251.300049,1242.000000,1245.199951,1245.199951,37
2014-01-15,1243.099976,1243.199951,1238.099976,1238.099976,1238.099976,68
2014-01-16,1239.300049,1242.800049,1239.000000,1240.000000,1240.000000,48
2014-01-17,1239.699951,1254.300049,1239.699951,1251.699951,1251.699951,101
2014-01-19,null,null,null,null,null,null
2014-01-21,1256.400024,1257.500000,1240.000000,1242.300049,1242.300049,224
2014-01-22,1241.699951,1242.000000,1239.000000,1239.000000,1239.000000,58
2014-01-23,1235.199951,1264.199951,1235.199951,1262.599976,1262.599976,40
2014-01-24,1258.300049,1269.400024,1258.300049,1264.500000,1264.500000,38
2014-01-26,null,null,null,null,null,null
2014-01-27,1259.800049,1264.400024,1254.400024,1263.599976,1263.599976,92
2014-01-28,1257.900024,1258.400024,1251.000000,1251.000000,1251.000000,20
2014-01-29,1262.199951,1262.199951,1262.199951,1262.199951,1262.199951,137028
2014-01-30,1267.000000,1267.699951,1237.500000,1242.199951,1242.199951,45276
2014-01-31,1243.599976,1254.500000,1238.400024,1240.099976,1240.099976,5820
2014-02-02,null,null,null,null,null,null
2014-02-03,1242.400024,1266.300049,1241.199951,1260.400024,1260.400024,2914
2014-02-04,1258.400024,1260.699951,1247.800049,1251.699951,1251.699951,1745
2014-02-05,1254.000000,1273.699951,1253.099976,1257.300049,1257.300049,1616
2014-02-06,1258.000000,1267.000000,1253.500000,1257.599976,1257.599976,274
2014-02-07,1258.300049,1271.400024,1257.900024,1263.300049,1263.300049,436
2014-02-09,null,null,null,null,null,null
2014-02-10,1269.599976,1277.300049,1265.699951,1274.800049,1274.800049,742
2014-02-11,1274.000000,1292.000000,1273.800049,1290.099976,1290.099976,562
2014-02-12,1290.500000,1296.199951,1285.500000,1295.300049,1295.300049,140
2014-02-13,1293.300049,1303.500000,1287.500000,1300.400024,1300.400024,877
2014-02-14,1301.699951,1320.699951,1301.699951,1319.000000,1319.000000,308
2014-02-16,null,null,null,null,null,null
2014-02-18,1322.900024,1330.599976,1313.900024,1324.699951,1324.699951,373
2014-02-19,1318.300049,1321.599976,1309.099976,1320.599976,1320.599976,193
2014-02-20,1310.699951,1323.500000,1309.599976,1317.099976,1317.099976,116
2014-02-21,1320.000000,1328.300049,1317.400024,1323.900024,1323.900024,171
2014-02-23,null,null,null,null,null,null
2014-02-24,1324.300049,1339.000000,1321.400024,1338.300049,1338.300049,93
2014-02-25,1336.400024,1343.900024,1333.099976,1343.000000,1343.000000,290
2014-02-26,1341.199951,1342.000000,1325.599976,1328.199951,1328.199951,485
2014-02-27,1329.300049,1335.000000,1324.599976,1331.599976,1331.599976,369
2014-02-28,1329.800049,1332.599976,1321.099976,1321.400024,1321.400024,239
2014-03-02,null,null,null,null,null,null
2014-03-03,1335.900024,1354.099976,1332.900024,1350.099976,1350.099976,232
